455,0,0
455,1,1
455,2,2
455,3,3
455,4,4
455,5,5
455,6,6
455,7,7
455,8,8
455,9,9
455,10,10
455,11,11
455,12,12
455,13,13
455,14,14
455,15,15
455,16,16
455,17,17
455,18,18
455,19,19
455,20,20
455,21,21
455,22,22
455,23,23
455,24,24
455,25,25
455,26,26
455,27,27
455,28,28
455,29,29
455,30,30
455,31,31
455,32,32
455,33,33
455,34,34
455,35,35
455,36,36
455,37,37
455,38,38
455,39,39
455,40,40
455,41,41
455,42,42
455,43,43
455,44,455
455,45,45
455,46,46
455,47,47
455,48,48
455,49,49
455,50,50
455,51,455
455,52,52
455,53,53
455,54,54
455,55,455
455,56,56
455,57,57
455,58,58
455,59,59
455,60,60
455,61,61
455,62,62
455,63,63
455,64,64
455,65,65
455,66,66
455,67,67
455,68,455
455,69,455
455,70,70
455,71,71
455,72,72
455,73,73
455,74,74
455,75,75
455,76,76
455,77,77
455,78,78
455,79,79
455,80,455
455,81,81
455,82,82
455,83,83
455,84,84
455,85,455
455,86,86
455,87,87
455,88,88
455,89,89
455,90,90
455,91,91
455,92,92
455,93,93
455,94,94
455,95,455
455,96,96
455,97,97
455,98,98
455,99,455
455,100,100
455,101,101
455,102,102
455,103,103
455,104,104
455,105,105
455,106,106
455,107,107
455,108,108
455,109,109
455,110,110
455,111,111
455,112,112
455,113,113
455,114,114
455,115,115
455,116,116
455,117,117
455,118,118
455,119,455
455,120,120
455,121,121
455,122,122
455,123,123
455,124,124
455,125,125
455,126,126
455,127,127
455,128,128
455,129,129
455,130,130
455,131,131
455,132,132
455,133,133
455,134,134
455,135,135
455,136,136
455,137,137
455,138,138
455,139,455
455,140,140
455,141,141
455,142,142
455,143,143
455,144,144
455,145,145
455,146,146
455,147,147
455,148,148
455,149,149
455,150,150
455,151,151
455,152,152
455,153,153
455,154,154
455,155,155
455,156,156
455,157,157
455,158,158
455,159,159
455,160,160
455,161,161
455,162,162
455,163,163
455,164,164
455,165,165
455,166,166
455,167,167
455,168,168
455,169,169
455,170,170
455,171,171
455,172,172
455,173,173
455,174,174
455,175,455
455,176,176
455,177,177
455,178,178
455,179,179
455,180,180
455,181,181
455,182,182
455,183,183
455,184,184
455,185,185
455,186,186
455,187,455
455,188,455
455,189,455
455,190,190
455,191,191
455,192,192
455,193,193
455,194,194
455,195,195
455,196,196
455,197,197
455,198,198
455,199,199
455,200,200
455,201,201
455,202,202
455,203,203
455,204,455
455,205,205
455,206,206
455,207,207
455,208,208
455,209,455
455,210,210
455,211,211
455,212,212
455,213,213
455,214,214
455,215,215
455,216,216
455,217,217
455,218,218
455,219,455
455,220,220
455,221,221
455,222,222
455,223,223
455,224,224
455,225,225
455,226,226
455,227,227
455,228,228
455,229,229
455,230,455
455,231,231
455,232,232
455,233,233
455,234,234
455,235,235
455,236,455
455,237,237
455,238,238
455,239,239
455,240,240
455,241,241
455,242,242
455,243,243
455,244,244
455,245,245
455,246,246
455,247,247
455,248,248
455,249,249
455,250,250
455,251,251
455,252,252
455,253,253
455,254,455
455,255,255
455,256,256
455,257,257
455,258,258
455,259,259
455,260,260
455,261,261
455,262,262
455,263,263
455,264,264
455,265,265
455,266,266
455,267,267
455,268,268
455,269,269
455,270,270
455,271,271
455,272,272
455,273,273
455,274,274
455,275,275
455,276,276
455,277,277
455,278,278
455,279,279
455,280,280
455,281,281
455,282,282
455,283,283
455,284,284
455,285,285
455,286,286
455,287,287
455,288,455
455,289,455
455,290,290
455,291,455
455,292,292
455,293,293
455,294,294
455,295,295
455,296,296
455,297,297
455,298,298
455,299,299
455,300,300
455,301,301
455,302,302
455,303,303
455,304,304
455,305,305
455,306,306
455,307,307
455,308,308
455,309,309
455,310,310
455,311,311
455,312,312
455,313,313
455,314,314
455,315,315
455,316,316
455,317,455
455,318,318
455,319,319
455,320,455
455,321,321
455,322,455
455,323,323
455,324,324
455,325,325
455,326,326
455,327,455
455,328,328
455,329,329
455,330,330
455,331,331
455,332,332
455,333,333
455,334,455
455,335,335
455,336,336
455,337,337
455,338,338
455,339,339
455,340,340
455,341,341
455,342,342
455,343,343
455,344,344
455,345,345
455,346,346
455,347,347
455,348,348
455,349,349
455,350,350
455,351,351
455,352,352
455,353,353
455,354,354
455,355,455
455,356,356
455,357,357
455,358,358
455,359,455
455,360,360
455,361,361
455,362,362
455,363,363
455,364,364
455,365,365
455,366,366
455,367,367
455,368,368
455,369,369
455,370,370
455,371,371
455,372,372
455,373,373
455,374,374
455,375,375
455,376,376
455,377,455
455,378,378
455,379,379
455,380,380
455,381,455
455,382,382
455,383,383
455,384,384
455,385,385
455,386,386
455,387,387
455,388,455
455,389,455
455,390,390
455,391,391
455,392,392
455,393,393
455,394,455
455,395,395
455,396,396
455,397,397
455,398,455
455,399,399
455,400,400
455,401,401
455,402,402
455,403,403
455,404,404
455,405,405
455,406,406
455,407,407
455,408,408
455,409,409
455,410,410
455,411,411
455,412,412
455,413,413
455,414,414
455,415,415
455,416,416
455,417,417
455,418,418
455,419,419
455,420,420
455,421,421
455,422,422
455,423,423
455,424,424
455,425,425
455,426,426
455,427,427
455,428,428
455,429,429
455,430,430
455,431,431
455,432,432
455,433,433
455,434,434
455,435,435
455,436,436
455,437,437
455,438,438
455,439,439
455,440,440
455,441,441
455,442,442
455,443,443
455,444,444
455,445,445
455,446,455
455,447,447
455,448,448
455,449,449
455,450,450
455,451,451
455,452,452
455,453,453
455,454,454
455,456,456
455,457,457
455,458,458
455,459,459
455,460,460
455,461,461
455,462,455
455,463,463
455,464,464
455,465,465
455,466,466
455,467,467
455,468,468
455,469,469
455,470,470
455,471,471
455,472,472
455,473,473
455,474,474
455,475,475
455,476,476
455,477,477
455,478,478
455,479,479
455,480,480
455,481,481
455,482,482
455,483,483
455,484,455
455,485,485
455,486,455
455,487,455
455,488,488
455,489,489
455,490,490
455,491,491
455,492,492
455,493,493
455,494,494
455,495,495
455,496,496
455,497,497
455,498,498
455,499,499
455,500,500
455,501,501
455,502,502
455,503,503
455,504,504
455,505,505
455,506,506
455,507,507
455,508,508
455,509,509
455,510,510
455,511,511
455,512,512
455,513,513
455,514,514
455,515,515
455,516,516
455,517,517
455,518,518
455,519,519
455,520,520
455,521,521
455,522,522
455,523,523
455,524,524
455,525,525
455,526,526
455,527,527
455,528,528
455,529,529
455,530,530
455,531,531
455,532,532
455,533,533
455,534,534
455,535,535
455,536,536
455,537,537
455,538,538
455,539,539
455,540,540
455,541,541
455,542,542
455,543,543
455,544,544
455,545,545
455,546,546
455,547,547
455,548,548
455,549,549
455,550,550
455,551,551
455,552,552
455,553,553
455,554,554
455,555,555
455,556,556
455,557,557
455,558,558
455,559,559
455,560,560
455,561,561
455,562,562
455,563,563
455,564,564
455,565,565
455,566,566
455,567,567
455,568,568
455,569,569
455,570,570
455,571,571
455,572,572
455,573,573
455,574,574
455,575,575
455,576,455
455,577,577
455,578,578
455,579,579
455,580,580
455,581,581
455,582,582
455,583,455
455,584,455
455,585,585
455,586,586
455,587,587
455,588,588
455,589,589
455,590,590
455,591,591
455,592,592
455,593,593
455,594,594
455,595,595
455,596,596
455,597,597
455,598,598
455,599,599
455,600,600
455,601,601
455,602,602
455,603,603
455,604,604
455,605,605
455,606,606
455,607,607
455,608,608
455,609,609
455,610,610
455,611,611
455,612,612
455,613,613
455,614,614
455,615,615
455,616,616
455,617,617
455,618,618
455,619,619
455,620,620
455,621,621
455,622,622
455,623,623
455,624,624
455,625,455
455,626,626
455,627,627
455,628,628
455,629,629
455,630,630
455,631,631
455,632,632
455,633,633
455,634,634
455,635,635
455,636,636
455,637,637
455,638,455
455,639,639
455,640,640
455,641,641
455,642,642
455,643,643
455,644,644
455,645,645
455,646,646
455,647,647
455,648,648
455,649,649
455,650,650
455,651,455
455,652,652
455,653,653
455,654,654
455,655,655
455,656,656
455,657,657
455,658,455
455,659,455
455,660,660
455,661,661
455,662,662
455,663,663
455,664,664
455,665,665
455,666,666
455,667,667
455,668,455
455,669,669
455,670,670
455,671,671
455,672,672
455,673,673
455,674,674
455,675,675
455,676,676
455,677,455
455,678,678
455,679,679
455,680,680
455,681,681
455,682,682
455,683,683
455,684,684
455,685,685
455,686,686
455,687,687
455,688,688
455,689,689
455,690,690
455,691,691
455,692,692
455,693,693
455,694,694
455,695,695
455,696,696
455,697,697
455,698,698
455,699,699
455,700,700
455,701,701
455,702,702
455,703,703
455,704,704
455,705,705
455,706,706
455,707,707
455,708,708
455,709,709
455,710,710
455,711,711
455,712,712
455,713,713
455,714,714
455,715,715
455,716,716
455,717,717
455,718,718
455,719,719
455,720,720
455,721,721
455,722,722
455,723,723
455,724,724
455,725,725
455,726,726
455,727,727
455,728,728
455,729,729
455,730,730
455,731,731
455,732,732
455,733,455
455,734,734
455,735,735
455,736,736
455,737,737
455,738,738
455,739,739
455,740,740
455,741,741
455,742,742
455,743,743
455,744,744
455,745,745
455,746,746
455,747,747
455,748,455
455,749,749
455,750,750
455,751,751
455,752,455
455,753,753
455,754,754
455,755,755
455,756,756
455,757,757
455,758,758
455,759,759
455,760,760
455,761,761
455,762,762
455,763,763
455,764,764
455,765,765
455,766,766
455,767,767
455,768,768
455,769,769
455,770,770
455,771,771
455,772,772
455,773,773
455,774,774
455,775,775
455,776,776
455,777,777
455,778,778
455,779,779
455,780,780
455,781,781
455,782,782
455,783,783
455,784,784
455,785,785
455,786,786
455,787,787
455,788,455
455,789,455
455,790,790
455,791,791
455,792,792
455,793,793
455,794,794
455,795,795
455,796,796
455,797,797
455,798,798
455,799,799
